date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:48:07	2326/2326	---M-Z	200	added ('OK')	application/json	date:Fri,%2020%20Mar%202026%2015:48:07%20GMT	https://tuckermccumber.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Ftuckermccumber.com%2F2023%2F09%2F21%2Fthis-clock-has-struck-12%2F	C:/My%20Web%20Sites/TWebsite/tuckermccumber.com/wp-json/oembed/1.0/embedaaa1.json	(from https://tuckermccumber.com/2023/09/21/this-clock-has-struck-12/)
10:48:07	2469/2469	---M-Z	200	added ('OK')	text/xml	date:Fri,%2020%20Mar%202026%2015:48:07%20GMT	https://tuckermccumber.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Ftuckermccumber.com%2F2023%2F09%2F21%2Fthis-clock-has-struck-12%2F&format=xml	C:/My%20Web%20Sites/TWebsite/tuckermccumber.com/wp-json/oembed/1.0/embede17f	(from https://tuckermccumber.com/2023/09/21/this-clock-has-struck-12/)
10:48:07	123359/123359	---MCZ	200	added ('OK')	text/html	date:Fri,%2020%20Mar%202026%2015:48:07%20GMT	https://tuckermccumber.com/2023/10/15/thank-you-all/?replytocom=65	C:/My%20Web%20Sites/TWebsite/tuckermccumber.com/2023/10/15/thank-you-all/index0c48.html	(from https://tuckermccumber.com/2023/10/15/thank-you-all/)
10:48:07	2993/2993	---M-Z	200	added ('OK')	application/json	date:Fri,%2020%20Mar%202026%2015:48:07%20GMT	https://tuckermccumber.com/wp-json/wp/v2/posts/148	C:/My%20Web%20Sites/TWebsite/tuckermccumber.com/wp-json/wp/v2/posts/148.json	(from https://tuckermccumber.com/2023/09/21/this-clock-has-struck-12/)
10:48:08	2317/2317	---M-Z	200	added ('OK')	application/json	date:Fri,%2020%20Mar%202026%2015:48:08%20GMT	https://tuckermccumber.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Ftuckermccumber.com%2F2023%2F09%2F18%2Fwere-getting-there%2F	C:/My%20Web%20Sites/TWebsite/tuckermccumber.com/wp-json/oembed/1.0/embed1733.json	(from https://tuckermccumber.com/2023/09/18/were-getting-there/)
10:48:08	123353/123353	---MCZ	200	added ('OK')	text/html	date:Fri,%2020%20Mar%202026%2015:48:08%20GMT	https://tuckermccumber.com/2023/10/15/thank-you-all/?replytocom=66	C:/My%20Web%20Sites/TWebsite/tuckermccumber.com/2023/10/15/thank-you-all/index1b7b.html	(from https://tuckermccumber.com/2023/10/15/thank-you-all/)
10:48:08	2463/2463	---M-Z	200	added ('OK')	text/xml	date:Fri,%2020%20Mar%202026%2015:48:08%20GMT	https://tuckermccumber.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Ftuckermccumber.com%2F2023%2F09%2F18%2Fwere-getting-there%2F&format=xml	C:/My%20Web%20Sites/TWebsite/tuckermccumber.com/wp-json/oembed/1.0/embed58b7	(from https://tuckermccumber.com/2023/09/18/were-getting-there/)
10:48:08	123356/123356	---MCZ	200	added ('OK')	text/html	date:Fri,%2020%20Mar%202026%2015:48:08%20GMT	https://tuckermccumber.com/2023/10/15/thank-you-all/?replytocom=68	C:/My%20Web%20Sites/TWebsite/tuckermccumber.com/2023/10/15/thank-you-all/indexa129.html	(from https://tuckermccumber.com/2023/10/15/thank-you-all/)
10:48:08	2214/2214	---M-Z	200	added ('OK')	application/json	date:Fri,%2020%20Mar%202026%2015:48:08%20GMT	https://tuckermccumber.com/wp-json/wp/v2/posts/145	C:/My%20Web%20Sites/TWebsite/tuckermccumber.com/wp-json/wp/v2/posts/145.json	(from https://tuckermccumber.com/2023/09/18/were-getting-there/)
10:48:09	2744/2744	---M-Z	200	added ('OK')	application/rss+xml	etag:%222b85c820d9e2d575bac44852ad645377%22	https://tuckermccumber.com/2023/10/03/new-scenery/feed/	C:/My%20Web%20Sites/TWebsite/tuckermccumber.com/2023/10/03/new-scenery/feed/index.html	(from https://tuckermccumber.com/2023/10/03/new-scenery/)
10:48:09	2277/2277	---M-Z	200	added ('OK')	application/json	date:Fri,%2020%20Mar%202026%2015:48:09%20GMT	https://tuckermccumber.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Ftuckermccumber.com%2F2023%2F09%2F15%2Fbig-changes%2F	C:/My%20Web%20Sites/TWebsite/tuckermccumber.com/wp-json/oembed/1.0/embedeb34.json	(from https://tuckermccumber.com/2023/09/15/big-changes/)
10:48:09	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2020%20Mar%202026%2015:48:09%20GMT	https://tuckermccumber.com/?p=191	C:/My%20Web%20Sites/TWebsite/tuckermccumber.com/indexbbbf.html	(from https://tuckermccumber.com/2023/10/03/new-scenery/)
10:48:09	2420/2420	---M-Z	200	added ('OK')	text/xml	date:Fri,%2020%20Mar%202026%2015:48:09%20GMT	https://tuckermccumber.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Ftuckermccumber.com%2F2023%2F09%2F15%2Fbig-changes%2F&format=xml	C:/My%20Web%20Sites/TWebsite/tuckermccumber.com/wp-json/oembed/1.0/embed9b12	(from https://tuckermccumber.com/2023/09/15/big-changes/)
10:48:09	3867/3867	---M-Z	200	added ('OK')	application/json	date:Fri,%2020%20Mar%202026%2015:48:09%20GMT	https://tuckermccumber.com/wp-json/wp/v2/posts/142	C:/My%20Web%20Sites/TWebsite/tuckermccumber.com/wp-json/wp/v2/posts/142.json	(from https://tuckermccumber.com/2023/09/15/big-changes/)
10:48:10	118180/118180	---M--	200	added ('OK')	image/jpeg	date:Mon,%2028%20Aug%202023%2021:37:37%20GMT	https://tuckermccumber.com/wp-content/uploads/2023/08/IMG_20230828_141833_01-771x1024.jpg	C:/My%20Web%20Sites/TWebsite/tuckermccumber.com/wp-content/uploads/2023/08/IMG_20230828_141833_01-771x1024.jpg	(from https://tuckermccumber.com/page/2/)
10:48:11	91035/91035	---MCZ	200	added ('OK')	text/html	date:Fri,%2020%20Mar%202026%2015:48:10%20GMT	https://tuckermccumber.com/2023/10/03/	C:/My%20Web%20Sites/TWebsite/tuckermccumber.com/2023/10/03/index.html	(from https://tuckermccumber.com/2023/10/03/new-scenery/)
10:48:11	106940/106940	---M-Z	200	added ('OK')	text/html	date:Fri,%2020%20Mar%202026%2015:48:11%20GMT	https://tuckermccumber.com/2023/10/03/new-scenery/?replytocom=52	C:/My%20Web%20Sites/TWebsite/tuckermccumber.com/2023/10/03/new-scenery/indexcff9.html	(from https://tuckermccumber.com/2023/10/03/new-scenery/)
10:48:12	106935/106935	---MCZ	200	added ('OK')	text/html	date:Fri,%2020%20Mar%202026%2015:48:10%20GMT	https://tuckermccumber.com/2023/10/03/new-scenery/?replytocom=50	C:/My%20Web%20Sites/TWebsite/tuckermccumber.com/2023/10/03/new-scenery/indexed49.html	(from https://tuckermccumber.com/2023/10/03/new-scenery/)
10:48:12	106952/106952	---MCZ	200	added ('OK')	text/html	date:Fri,%2020%20Mar%202026%2015:48:10%20GMT	https://tuckermccumber.com/2023/10/03/new-scenery/?replytocom=51	C:/My%20Web%20Sites/TWebsite/tuckermccumber.com/2023/10/03/new-scenery/index740f.html	(from https://tuckermccumber.com/2023/10/03/new-scenery/)
10:48:13	102130/102130	---M-Z	200	added ('OK')	text/html	date:Fri,%2020%20Mar%202026%2015:48:12%20GMT	https://tuckermccumber.com/2023/09/10/minor-updates/	C:/My%20Web%20Sites/TWebsite/tuckermccumber.com/2023/09/10/minor-updates/index.html	(from https://tuckermccumber.com/author/admin/)
10:48:13	106948/106948	---MCZ	200	added ('OK')	text/html	date:Fri,%2020%20Mar%202026%2015:48:11%20GMT	https://tuckermccumber.com/2023/10/03/new-scenery/?replytocom=53	C:/My%20Web%20Sites/TWebsite/tuckermccumber.com/2023/10/03/new-scenery/index5dd2.html	(from https://tuckermccumber.com/2023/10/03/new-scenery/)
10:48:14	105462/105462	---MCZ	200	added ('OK')	text/html	date:Fri,%2020%20Mar%202026%2015:48:12%20GMT	https://tuckermccumber.com/2023/09/11/xray-results/	C:/My%20Web%20Sites/TWebsite/tuckermccumber.com/2023/09/11/xray-results/index.html	(from https://tuckermccumber.com/author/admin/)
10:48:14	27541/27541	---MCZ	200	added ('OK')	application/rss+xml	etag:%22ffdd85f527c636266f33b44c0d0b9317%22	https://tuckermccumber.com/author/admin/feed/	C:/My%20Web%20Sites/TWebsite/tuckermccumber.com/author/admin/feed/index.html	(from https://tuckermccumber.com/author/admin/)
10:48:15	102637/102637	---MCZ	200	added ('OK')	text/html	date:Fri,%2020%20Mar%202026%2015:48:14%20GMT	https://tuckermccumber.com/2023/09/06/one-step-forward-two-steps-back/	C:/My%20Web%20Sites/TWebsite/tuckermccumber.com/2023/09/06/one-step-forward-two-steps-back/index.html	(from https://tuckermccumber.com/author/admin/)
10:48:16	116672/116672	---MCZ	200	added ('OK')	text/html	date:Fri,%2020%20Mar%202026%2015:48:14%20GMT	https://tuckermccumber.com/2023/09/02/duluth-update-8-the-conclusion/	C:/My%20Web%20Sites/TWebsite/tuckermccumber.com/2023/09/02/duluth-update-8-the-conclusion/index.html	(from https://tuckermccumber.com/author/admin/)
10:48:16	1778/1778	---M-Z	200	added ('OK')	application/rss+xml	etag:%222b85c820d9e2d575bac44852ad645377%22	https://tuckermccumber.com/2023/10/01/no-go-today/feed/	C:/My%20Web%20Sites/TWebsite/tuckermccumber.com/2023/10/01/no-go-today/feed/index.html	(from https://tuckermccumber.com/2023/10/01/no-go-today/)
10:48:16	121473/121473	---MCZ	200	added ('OK')	text/html	date:Fri,%2020%20Mar%202026%2015:48:15%20GMT	https://tuckermccumber.com/author/admin/page/2/	C:/My%20Web%20Sites/TWebsite/tuckermccumber.com/author/admin/page/2/index.html	(from https://tuckermccumber.com/author/admin/)
10:48:16	122630/122630	---MCZ	200	added ('OK')	text/html	date:Fri,%2020%20Mar%202026%2015:48:15%20GMT	https://tuckermccumber.com/author/admin/page/3/	C:/My%20Web%20Sites/TWebsite/tuckermccumber.com/author/admin/page/3/index.html	(from https://tuckermccumber.com/author/admin/)
10:48:16	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2020%20Mar%202026%2015:48:16%20GMT	https://tuckermccumber.com/?p=153	C:/My%20Web%20Sites/TWebsite/tuckermccumber.com/indexd7d8.html	(from https://tuckermccumber.com/2023/10/01/no-go-today/)
10:48:16	90889/90889	---MCZ	200	added ('OK')	text/html	date:Fri,%2020%20Mar%202026%2015:48:16%20GMT	https://tuckermccumber.com/2023/10/01/	C:/My%20Web%20Sites/TWebsite/tuckermccumber.com/2023/10/01/index.html	(from https://tuckermccumber.com/2023/10/01/no-go-today/)
10:48:17	2267/2267	---M-Z	200	added ('OK')	application/json	date:Fri,%2020%20Mar%202026%2015:48:16%20GMT	https://tuckermccumber.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Ftuckermccumber.com%2F2023%2F07%2F04%2Fblog-update%2F	C:/My%20Web%20Sites/TWebsite/tuckermccumber.com/wp-json/oembed/1.0/embedbc70.json	(from https://tuckermccumber.com/2023/07/04/blog-update/)
10:48:17	2410/2410	---M-Z	200	added ('OK')	text/xml	date:Fri,%2020%20Mar%202026%2015:48:17%20GMT	https://tuckermccumber.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Ftuckermccumber.com%2F2023%2F07%2F04%2Fblog-update%2F&format=xml	C:/My%20Web%20Sites/TWebsite/tuckermccumber.com/wp-json/oembed/1.0/embed2ccd	(from https://tuckermccumber.com/2023/07/04/blog-update/)
10:48:17	101057/101057	---MCZ	200	added ('OK')	text/html	date:Fri,%2020%20Mar%202026%2015:48:17%20GMT	https://tuckermccumber.com/2023/10/01/no-go-today/?replytocom=49	C:/My%20Web%20Sites/TWebsite/tuckermccumber.com/2023/10/01/no-go-today/index21e4.html	(from https://tuckermccumber.com/2023/10/01/no-go-today/)
10:48:17	2507/2507	---M-Z	200	added ('OK')	application/rss+xml	etag:%222b85c820d9e2d575bac44852ad645377%22	https://tuckermccumber.com/2023/09/30/finally-some-good-news/feed/	C:/My%20Web%20Sites/TWebsite/tuckermccumber.com/2023/09/30/finally-some-good-news/feed/index.html	(from https://tuckermccumber.com/2023/09/30/finally-some-good-news/)
10:48:17	2226/2226	---M-Z	200	added ('OK')	application/json	date:Fri,%2020%20Mar%202026%2015:48:17%20GMT	https://tuckermccumber.com/wp-json/wp/v2/posts/57	C:/My%20Web%20Sites/TWebsite/tuckermccumber.com/wp-json/wp/v2/posts/57.json	(from https://tuckermccumber.com/2023/07/04/blog-update/)
10:48:17	27794/27794	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Jul%202023%2022:22:01%20GMT	https://tuckermccumber.com/wp-content/uploads/2023/07/day8a-150x150.jpg	C:/My%20Web%20Sites/TWebsite/tuckermccumber.com/wp-content/uploads/2023/07/day8a-150x150.jpg	(from https://tuckermccumber.com/2023/07/04/blog-update/)
10:48:18	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2020%20Mar%202026%2015:48:18%20GMT	https://tuckermccumber.com/?p=151	C:/My%20Web%20Sites/TWebsite/tuckermccumber.com/indexe539.html	(from https://tuckermccumber.com/2023/09/30/finally-some-good-news/)
10:48:18	90982/90982	---MCZ	200	added ('OK')	text/html	date:Fri,%2020%20Mar%202026%2015:48:18%20GMT	https://tuckermccumber.com/2023/09/30/	C:/My%20Web%20Sites/TWebsite/tuckermccumber.com/2023/09/30/index.html	(from https://tuckermccumber.com/2023/09/30/finally-some-good-news/)
10:48:18	2241/2241	---M-Z	200	added ('OK')	application/json	date:Fri,%2020%20Mar%202026%2015:48:18%20GMT	https://tuckermccumber.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Ftuckermccumber.com%2F2023%2F07%2F04%2Fwelcome%2F	C:/My%20Web%20Sites/TWebsite/tuckermccumber.com/wp-json/oembed/1.0/embedee49.json	(from https://tuckermccumber.com/2023/07/04/welcome/)
10:48:18	2384/2384	---M-Z	200	added ('OK')	text/xml	date:Fri,%2020%20Mar%202026%2015:48:18%20GMT	https://tuckermccumber.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Ftuckermccumber.com%2F2023%2F07%2F04%2Fwelcome%2F&format=xml	C:/My%20Web%20Sites/TWebsite/tuckermccumber.com/wp-json/oembed/1.0/embed2db6	(from https://tuckermccumber.com/2023/07/04/welcome/)
10:48:19	2151/2151	---M-Z	200	added ('OK')	application/json	date:Fri,%2020%20Mar%202026%2015:48:19%20GMT	https://tuckermccumber.com/wp-json/wp/v2/posts/13	C:/My%20Web%20Sites/TWebsite/tuckermccumber.com/wp-json/wp/v2/posts/13.json	(from https://tuckermccumber.com/2023/07/04/welcome/)
10:48:19	108626/108626	---M-Z	200	added ('OK')	text/html	date:Fri,%2020%20Mar%202026%2015:48:19%20GMT	https://tuckermccumber.com/2023/09/30/finally-some-good-news/?replytocom=46	C:/My%20Web%20Sites/TWebsite/tuckermccumber.com/2023/09/30/finally-some-good-news/indexb621.html	(from https://tuckermccumber.com/2023/09/30/finally-some-good-news/)
10:48:19	55567/55567	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Jul%202023%2022:01:33%20GMT	https://tuckermccumber.com/wp-content/uploads/2023/07/PXL_20230626_234731339-scaled-1-150x150.jpg	C:/My%20Web%20Sites/TWebsite/tuckermccumber.com/wp-content/uploads/2023/07/PXL_20230626_234731339-scaled-1-150x150.jpg	(from https://tuckermccumber.com/2023/07/04/welcome/)
10:48:20	108631/108631	---M-Z	200	added ('OK')	text/html	date:Fri,%2020%20Mar%202026%2015:48:19%20GMT	https://tuckermccumber.com/2023/09/30/finally-some-good-news/?replytocom=47	C:/My%20Web%20Sites/TWebsite/tuckermccumber.com/2023/09/30/finally-some-good-news/indexa2f2.html	(from https://tuckermccumber.com/2023/09/30/finally-some-good-news/)
10:48:20	108625/108625	---MCZ	200	added ('OK')	text/html	date:Fri,%2020%20Mar%202026%2015:48:19%20GMT	https://tuckermccumber.com/2023/09/30/finally-some-good-news/?replytocom=48	C:/My%20Web%20Sites/TWebsite/tuckermccumber.com/2023/09/30/finally-some-good-news/indexa3a3.html	(from https://tuckermccumber.com/2023/09/30/finally-some-good-news/)
10:48:20	10500/10500	---MCZ	200	added ('OK')	application/rss+xml	etag:%222b85c820d9e2d575bac44852ad645377%22	https://tuckermccumber.com/2023/09/21/this-clock-has-struck-12/feed/	C:/My%20Web%20Sites/TWebsite/tuckermccumber.com/2023/09/21/this-clock-has-struck-12/feed/index.html	(from https://tuckermccumber.com/2023/09/21/this-clock-has-struck-12/)
10:48:20	2271/2271	---M-Z	200	added ('OK')	application/json	date:Fri,%2020%20Mar%202026%2015:48:20%20GMT	https://tuckermccumber.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Ftuckermccumber.com%2F2023%2F09%2F12%2Fsurgery-is-on%2F	C:/My%20Web%20Sites/TWebsite/tuckermccumber.com/wp-json/oembed/1.0/embedd10a.json	(from https://tuckermccumber.com/2023/09/12/surgery-is-on/)
10:48:20	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2020%20Mar%202026%2015:48:20%20GMT	https://tuckermccumber.com/?p=148	C:/My%20Web%20Sites/TWebsite/tuckermccumber.com/indexa36b.html	(from https://tuckermccumber.com/2023/09/21/this-clock-has-struck-12/)
10:48:20	2414/2414	---M-Z	200	added ('OK')	text/xml	date:Fri,%2020%20Mar%202026%2015:48:20%20GMT	https://tuckermccumber.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Ftuckermccumber.com%2F2023%2F09%2F12%2Fsurgery-is-on%2F&format=xml	C:/My%20Web%20Sites/TWebsite/tuckermccumber.com/wp-json/oembed/1.0/embed959f	(from https://tuckermccumber.com/2023/09/12/surgery-is-on/)
10:48:21	2161/2161	---M-Z	200	added ('OK')	application/json	date:Fri,%2020%20Mar%202026%2015:48:21%20GMT	https://tuckermccumber.com/wp-json/wp/v2/posts/138	C:/My%20Web%20Sites/TWebsite/tuckermccumber.com/wp-json/wp/v2/posts/138.json	(from https://tuckermccumber.com/2023/09/12/surgery-is-on/)
10:48:23	90973/90973	---MCZ	200	added ('OK')	text/html	date:Fri,%2020%20Mar%202026%2015:48:21%20GMT	https://tuckermccumber.com/2023/09/21/	C:/My%20Web%20Sites/TWebsite/tuckermccumber.com/2023/09/21/index.html	(from https://tuckermccumber.com/2023/09/21/this-clock-has-struck-12/)
10:48:23	117742/117742	---MCZ	200	added ('OK')	text/html	date:Fri,%2020%20Mar%202026%2015:48:21%20GMT	https://tuckermccumber.com/2023/09/21/this-clock-has-struck-12/?replytocom=36	C:/My%20Web%20Sites/TWebsite/tuckermccumber.com/2023/09/21/this-clock-has-struck-12/index2636.html	(from https://tuckermccumber.com/2023/09/21/this-clock-has-struck-12/)
10:48:23	117737/117737	---MCZ	200	added ('OK')	text/html	date:Fri,%2020%20Mar%202026%2015:48:21%20GMT	https://tuckermccumber.com/2023/09/21/this-clock-has-struck-12/?replytocom=37	C:/My%20Web%20Sites/TWebsite/tuckermccumber.com/2023/09/21/this-clock-has-struck-12/indexc916.html	(from https://tuckermccumber.com/2023/09/21/this-clock-has-struck-12/)
10:48:24	117731/117731	---MCZ	200	added ('OK')	text/html	date:Fri,%2020%20Mar%202026%2015:48:22%20GMT	https://tuckermccumber.com/2023/09/21/this-clock-has-struck-12/?replytocom=38	C:/My%20Web%20Sites/TWebsite/tuckermccumber.com/2023/09/21/this-clock-has-struck-12/indexb901.html	(from https://tuckermccumber.com/2023/09/21/this-clock-has-struck-12/)
10:48:24	117730/117730	---MCZ	200	added ('OK')	text/html	date:Fri,%2020%20Mar%202026%2015:48:23%20GMT	https://tuckermccumber.com/2023/09/21/this-clock-has-struck-12/?replytocom=40	C:/My%20Web%20Sites/TWebsite/tuckermccumber.com/2023/09/21/this-clock-has-struck-12/index5cd6.html	(from https://tuckermccumber.com/2023/09/21/this-clock-has-struck-12/)
10:48:24	117727/117727	---MCZ	200	added ('OK')	text/html	date:Fri,%2020%20Mar%202026%2015:48:23%20GMT	https://tuckermccumber.com/2023/09/21/this-clock-has-struck-12/?replytocom=39	C:/My%20Web%20Sites/TWebsite/tuckermccumber.com/2023/09/21/this-clock-has-struck-12/indexbed3.html	(from https://tuckermccumber.com/2023/09/21/this-clock-has-struck-12/)
10:48:24	117730/117730	---MCZ	200	added ('OK')	text/html	date:Fri,%2020%20Mar%202026%2015:48:23%20GMT	https://tuckermccumber.com/2023/09/21/this-clock-has-struck-12/?replytocom=41	C:/My%20Web%20Sites/TWebsite/tuckermccumber.com/2023/09/21/this-clock-has-struck-12/index5785.html	(from https://tuckermccumber.com/2023/09/21/this-clock-has-struck-12/)
10:48:24	117737/117737	---MCZ	200	added ('OK')	text/html	date:Fri,%2020%20Mar%202026%2015:48:24%20GMT	https://tuckermccumber.com/2023/09/21/this-clock-has-struck-12/?replytocom=42	C:/My%20Web%20Sites/TWebsite/tuckermccumber.com/2023/09/21/this-clock-has-struck-12/index0a88.html	(from https://tuckermccumber.com/2023/09/21/this-clock-has-struck-12/)
10:48:24	2295/2295	---M-Z	200	added ('OK')	application/json	date:Fri,%2020%20Mar%202026%2015:48:24%20GMT	https://tuckermccumber.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Ftuckermccumber.com%2F2023%2F07%2F04%2Forlando-day-8%2F	C:/My%20Web%20Sites/TWebsite/tuckermccumber.com/wp-json/oembed/1.0/embed275f.json	(from https://tuckermccumber.com/2023/07/04/orlando-day-8/)
10:48:25	2441/2441	---M-Z	200	added ('OK')	text/xml	date:Fri,%2020%20Mar%202026%2015:48:25%20GMT	https://tuckermccumber.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Ftuckermccumber.com%2F2023%2F07%2F04%2Forlando-day-8%2F&format=xml	C:/My%20Web%20Sites/TWebsite/tuckermccumber.com/wp-json/oembed/1.0/embeddd7d	(from https://tuckermccumber.com/2023/07/04/orlando-day-8/)
10:48:25	117732/117732	---MCZ	200	added ('OK')	text/html	date:Fri,%2020%20Mar%202026%2015:48:25%20GMT	https://tuckermccumber.com/2023/09/21/this-clock-has-struck-12/?replytocom=43	C:/My%20Web%20Sites/TWebsite/tuckermccumber.com/2023/09/21/this-clock-has-struck-12/indexf73b.html	(from https://tuckermccumber.com/2023/09/21/this-clock-has-struck-12/)
10:48:25	117735/117735	---MCZ	200	added ('OK')	text/html	date:Fri,%2020%20Mar%202026%2015:48:25%20GMT	https://tuckermccumber.com/2023/09/21/this-clock-has-struck-12/?replytocom=44	C:/My%20Web%20Sites/TWebsite/tuckermccumber.com/2023/09/21/this-clock-has-struck-12/index39ab.html	(from https://tuckermccumber.com/2023/09/21/this-clock-has-struck-12/)
10:48:25	8875/8875	---MCZ	200	added ('OK')	application/json	date:Fri,%2020%20Mar%202026%2015:48:25%20GMT	https://tuckermccumber.com/wp-json/wp/v2/posts/51	C:/My%20Web%20Sites/TWebsite/tuckermccumber.com/wp-json/wp/v2/posts/51.json	(from https://tuckermccumber.com/2023/07/04/orlando-day-8/)
10:48:26	39285/39285	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Jul%202023%2022:22:01%20GMT	https://tuckermccumber.com/wp-content/uploads/2023/07/day8a-226x300.jpg	C:/My%20Web%20Sites/TWebsite/tuckermccumber.com/wp-content/uploads/2023/07/day8a-226x300.jpg	(from https://tuckermccumber.com/2023/07/04/orlando-day-8/)
10:48:26	692607/692607	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Jul%202023%2022:22:00%20GMT	https://tuckermccumber.com/wp-content/uploads/2023/07/day8a.jpg	C:/My%20Web%20Sites/TWebsite/tuckermccumber.com/wp-content/uploads/2023/07/day8a.jpg	(from https://tuckermccumber.com/2023/07/04/orlando-day-8/)
10:48:26	117736/117736	---MCZ	200	added ('OK')	text/html	date:Fri,%2020%20Mar%202026%2015:48:26%20GMT	https://tuckermccumber.com/2023/09/21/this-clock-has-struck-12/?replytocom=45	C:/My%20Web%20Sites/TWebsite/tuckermccumber.com/2023/09/21/this-clock-has-struck-12/index9e16.html	(from https://tuckermccumber.com/2023/09/21/this-clock-has-struck-12/)
10:48:26	46117/46117	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Jul%202023%2022:22:04%20GMT	https://tuckermccumber.com/wp-content/uploads/2023/07/day8b-226x300.jpg	C:/My%20Web%20Sites/TWebsite/tuckermccumber.com/wp-content/uploads/2023/07/day8b-226x300.jpg	(from https://tuckermccumber.com/2023/07/04/orlando-day-8/)
10:48:26	569920/569920	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Jul%202023%2022:22:04%20GMT	https://tuckermccumber.com/wp-content/uploads/2023/07/day8b.jpg	C:/My%20Web%20Sites/TWebsite/tuckermccumber.com/wp-content/uploads/2023/07/day8b.jpg	(from https://tuckermccumber.com/2023/07/04/orlando-day-8/)
10:48:26	438441/438441	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Jul%202023%2022:22:07%20GMT	https://tuckermccumber.com/wp-content/uploads/2023/07/day8c.jpg	C:/My%20Web%20Sites/TWebsite/tuckermccumber.com/wp-content/uploads/2023/07/day8c.jpg	(from https://tuckermccumber.com/2023/07/04/orlando-day-8/)
10:48:27	28714/28714	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Jul%202023%2022:22:07%20GMT	https://tuckermccumber.com/wp-content/uploads/2023/07/day8c-226x300.jpg	C:/My%20Web%20Sites/TWebsite/tuckermccumber.com/wp-content/uploads/2023/07/day8c-226x300.jpg	(from https://tuckermccumber.com/2023/07/04/orlando-day-8/)
10:48:27	812/812	---M-Z	200	added ('OK')	application/rss+xml	etag:%222b85c820d9e2d575bac44852ad645377%22	https://tuckermccumber.com/2023/09/18/were-getting-there/feed/	C:/My%20Web%20Sites/TWebsite/tuckermccumber.com/2023/09/18/were-getting-there/feed/index.html	(from https://tuckermccumber.com/2023/09/18/were-getting-there/)
10:48:27	244991/244991	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Jul%202023%2022:22:09%20GMT	https://tuckermccumber.com/wp-content/uploads/2023/07/day8d.jpg	C:/My%20Web%20Sites/TWebsite/tuckermccumber.com/wp-content/uploads/2023/07/day8d.jpg	(from https://tuckermccumber.com/2023/07/04/orlando-day-8/)
10:48:27	25751/25751	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Jul%202023%2022:22:10%20GMT	https://tuckermccumber.com/wp-content/uploads/2023/07/day8d-226x300.jpg	C:/My%20Web%20Sites/TWebsite/tuckermccumber.com/wp-content/uploads/2023/07/day8d-226x300.jpg	(from https://tuckermccumber.com/2023/07/04/orlando-day-8/)
10:48:27	33460/33460	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Jul%202023%2022:19:11%20GMT	https://tuckermccumber.com/wp-content/uploads/2023/07/day7a-150x150.jpg	C:/My%20Web%20Sites/TWebsite/tuckermccumber.com/wp-content/uploads/2023/07/day7a-150x150.jpg	(from https://tuckermccumber.com/2023/07/04/orlando-day-8/)
10:48:27	42428/42428	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Jul%202023%2022:19:10%20GMT	https://tuckermccumber.com/wp-content/uploads/2023/07/day7a-226x300.jpg	C:/My%20Web%20Sites/TWebsite/tuckermccumber.com/wp-content/uploads/2023/07/day7a-226x300.jpg	(from https://tuckermccumber.com/2023/07/04/orlando-day-8/)
